NAME	LSEC	hepatocytes	KC	B cells	HSC	cholangiocytes	T cells	DC/monocyte	proliferating cells
Mnat1	1	1	1	1	1	233.644316845851	1	1	1
Mob1b	1	1	1	1	1	1	1	157.24453017959	247.880195521663
Mob3b	1	521.107166568661	1	1	1	706.016945178782	190.307415175247	502.000984787123	1
Mob4	1	1	1	1	1	1	1	1	197.473682665214
Morrbid	554.24690587625	1	481.650274224993	1	706.556169713442	1	1	1	665.62698364321
Mosmo	1	1	1	1	1	1	237.113893652832	1	158.278559626996
Mospd2	1	1	1	1	1	1	1	255.700285263963	1
Moxd1	1	230.212232680974	1	1	1	1	1	1	1
Mpdz	1	1	1	1	250.850740557098	248.38661782177	1	1	293.829302965759
Mpeg1	1	1	742.447706851749	315.507458235198	1	1	1	691.753345763645	1
Mphosph9	1	1	1	1	1	1	1	1	296.451329352987
Mpp1	210.127626779975	1	201.864079611113	1	1	1	1	1	1
Mpp7	1	107.710458683737	1	1	1	259.963663857919	1	1	1
Mrc2	1	1	1	1	244.86575253374	1	1	1	1
Mreg	1	1	1	1	1	1	1	360.909745628865	1
Mroh1	1	1	256.272257842111	1	1	1	1	1	1
Mrpl18	1	493.251556879269	1	1	1	1	1	1	1
Mrps9	1	1	1	1	1	1	227.691863506004	1	1
Mrvi1	1	1	1	1	185.114383368933	1	1	1	1
Ms4a1	1	1	1	570.517200910144	1	1	1	1	1
Ms4a4b	1	1	1	1	1	1	1572.57339445411	1	1
Ms4a4d	1	1	1	1	351.255936331418	1	1	1	1
Ms4a6b	1	1	273.321916075776	1	1	1	873.200141366562	1	1
Ms4a6c	1	1	359.15569743722	1	1	1	1	1	1
Ms4a8a	1	1	345.356939604638	1	1	1	1	1	1
Msh3	1	1	1	1	1	1	1	1	252.355627410539
Msl2	1	1	1	1	1	1	1	1	188.63623127401
Msr1	733.68357620627	1	1052.62130625841	1	1	1	1	1	251.284734394551
Msrb3	1075.59516486499	1	1	217.590826805622	814.106804595327	306.200983672205	1	1	625.650799645059
Mst1	1	277.976135541432	1	1	1	1	1	1	1
Mt1	1	433.355364192189	1	1	1	1	1	1	1
Mt2	1	176.312209055047	1	1	1	1	1	1	1
Mtbp	1	1	1	1	1	1	1	1	166.906647431816
Mtch1	233.057929661004	1	1	1	1	1	1	1	233.204495098903
Mtcl1	1	1	1	1	1	254.742089251451	1	1	1
Mthfd1	1	203.045142696464	1	1	1	1	1	1	1
Mthfs	1	1	1	1	1	1	1	242.746797831705	1
Mtm1	1	1	342.381813974654	1	1	1	1	1	1
Mtmr1	1	1	1	1	1	1	185.038814128355	258.384993628206	1
Mtmr12	232.210459873544	1	1	1	1	1	1	152.511690069943	192.097303966137
Mtmr14	1	1	1	1	1	1	1	197.475149223857	1
Mtmr4	1	1	1	1	1	1	1	201.657442801208	1
Mtmr6	1	1	183.432808641969	1	1	1	1	1	1
Mtr	1	1	269.830047122936	1	1	1	1	1	1
Mttp	1	218.765998280913	1	1	1	1	1	1	1
Mug2	1	327.98632204688	1	1	1	1	1	1	1
Mup17	1	269.501782123154	1	1	1	1	1	1	1
Mxd3	1	1	1	1	1	1	1	1	150.531350208579
Mxi1	1	1	1	1	1	1	1	1	164.05562325487
Mxra8	1	1	1	1	338.095116856156	1	1	1	1
Myadm	1	1	1	1	1	1	1	199.104758278534	1
Mybl1	1	1	1	1	1	1	1	1	358.805737949517
Mybl2	1	1	1	1	1	1	1	1	234.35526379156
Myct1	223.313222071163	1	1	1	1	1	1	1	183.254345103146
Myl12b	1	1	192.40483829383	1	1	1	1	1	1
Mylip	686.462684211117	1	267.021406786717	268.112115992031	1	1	1	235.256728092918	167.577053143284
Mylk	1	571.411859937616	1	1	1313.74120606195	331.371696324304	1	1	1
Myo1b	1	418.832963856907	1	1	669.975558294375	342.694994081617	1	1	1
Myo1c	1	1	1	1	203.264271434246	1	1	1	1
Myo1d	276.980395883622	1	1	1	378.52730250164	314.414848765659	1	1	229.244411846176
Myo1f	1	1	1169.82775576463	1	1	1	638.707433167743	1229.32185337019	1
Myo1g	1	1	1	341.156531345354	1	1	1	485.207263071668	1
Myo5a	1	1	1	501.406435522244	1	1	1	494.495702204921	1
Myo5b	1	111.427913276127	1	1	1	406.414030745705	1	1	1
Myo7a	482.995182073677	1	273.639357930799	1	235.337184306654	1	1	1	532.307768065234
Myof	1	1	341.457986843651	1	1	303.488285421582	1	1	1
Myrf	1	1	1	1	1	251.160658115141	1	1	1
Myzap	340.960776292288	1	1	1	1	1	1	1	263.186969973059
Mzt1	1	1	1	1	1	1	1	1	149.737398761361
Naa40	1	1	1	1	1	1	1	1	121.641725817508
Naa80	1	299.197264228828	1	1	1	1	1	1	1
Naaa	1	1	1	1	1	1	1	416.717983215132	1
Naaladl2	1	1183.99487794621	1	349.444388186167	204.929538693024	3593.9312060661	179.378391426741	1	1
Nab1	1	1	1	1	1	1	1	195.27157413394	1
Nabp1	1	1	1	1	1	1	316.573277311257	372.298163444932	1
Naca	1	1	1	1	1	1	1	1	147.19271336968
Naga	1	1	1	1	1	1	1	408.46479506219	1
Nagk	1	1	191.080008283728	1	1	1	1	1	1
Naip2	1	1	180.11699385038	1	1	1	1	1	1
Naip5	1	1	447.6767606027	1	1	1	1	1	1
Naip6	1	1	182.004522909952	1	1	1	1	1	1
Nap1l1	1	1	1	1	1	1	1	384.032535136062	1
Napsa	1	1	1	194.839317330305	1	1	1	310.826542358443	1
Nav1	1502.47745488857	1	1	299.043157560665	634.555706641021	1	1	1349.10259371536	1316.10649240103
Nav2	1	344.378208003156	1	1	221.488828847256	845.775545705334	1	1	1074.56545436879
Nbea	867.71558840693	1	1	1	689.072081888082	1	1	1	707.940982044214
Nbeal2	1	1	1	1	1	1	231.702994787376	178.004800473322	1
Ncald	1	1	1	390.723812155683	1	1	1	1	1
Ncam2	1	258.52816462429	1	1	1	1	1	1	1
Ncapd2	1	1	1	1	1	1	1	1	670.819429304591
Ncapd3	1	1	1	1	1	1	1	1	527.295364023481
Ncapg	1	1	1	1	1	1	1	1	236.144522356903
Ncapg2	1	1	1	1	1	1	1	1	605.16613260301
Nceh1	1	1	246.329590431781	1	1	1	1	1	1
Ncf1	1	1	244.189000125296	199.601661181206	1	1	1	205.899968256474	1
Ncf2	1	1	544.602317183278	1	1	1	1	1	1
Nck1	250.978320246051	1	1	1	1	1	165.038123990557	1	212.594514274402
Nck2	1	1	1	1	261.571564721451	1	330.549712976044	571.967509709723	1
Nckap1	637.462617205816	195.069910806575	1	1	425.219786948312	391.041308756397	1	1	644.086559732291
Nckap1l	1	1	474.544001440362	293.878723283369	1	1	1	393.950499514108	1
Nckap5	1	1	1	1	744.113722455213	1	1	1	1
Ncoa7	1	1	263.32215816577	1	483.867829936661	1	1	504.12116744833	134.733503697464
Ncor2	1	115.835044758043	1	1	1	245.05231884316	273.986322152788	1	1
Ndc1	1	1	1	1	1	1	1	1	217.284948392354
Ndc80	1	1	1	1	1	1	1	1	395.672563131565
Nde1	1	1	1	1	1	1	1	1	263.291888364736
Ndel1	287.255852764123	95.7131353077435	1	1	1	1	1	1	217.019174087354
Ndrg2	1	574.385928288856	1	174.798640011402	654.759327110615	1	190.600918252818	1	1
Ndufa4	1	1	1	1	1	213.148352619526	1	1	1
Ndufv2	1	1	1	1	1	1	1	173.392307097661	1
Neb	1	168.034034157177	1	1	1	1	1	1	1
Nebl	1	1	1	1	1	466.878464043017	1	1	1
Nectin1	1	1	1	1	1	1	1	214.441872848659	1
Nectin2	1	1	1	1	1	262.481432985794	1	1	1
Nectin3	1	1	1	1	211.478786200027	1	1	1	1
Neil3	1	1	1	1	1	1	1	1	1089.78572425646
Nek1	1	194.411408313145	1	1	1	1	1	1	1
Nek6	1	1	1	1	1	1	1	180.829960021695	1
Nek9	1	117.252866069148	264.414355954496	1	1	1	222.492489370436	1	1
Nemp1	1	1	1	1	1	1	1	1	198.080486217246
Neo1	1	92.3048026828572	1	1	1	301.162281877322	1	1	1
Net1	1	1	1	1	1	1	1	201.895365153793	1
Neurl3	1	1	399.237473140431	1	1	1	202.956419967692	485.971142241405	1
Nfam1	1	1	321.54601902986	1	1	1	1	1	1
Nfatc1	1	1	1	1	1	1	277.436735323624	1	1
Nfatc2	1	1	1	1	1	1	213.525276299779	208.937523510476	1
Nfic	1	1	1	1	1	1	1	1	272.651512653374
Nfix	1	150.128427626449	1	1	206.168516182288	801.819002885624	1	1	1
Nfkb2	1	1	1	1	1	1	1	321.073079321871	1
Nfkbiz	1	1	1	1	1	1	229.584509886166	1	1
Nfx1	1	155.058168871046	1	1	1	1	210.338300849668	1	1
Nfxl1	1	1	323.342460284569	1	1	1	1	1	1
Ngef	1	172.965056141621	1	1	1	398.889316634712	1	1	1
Ngf	1	1	1	1	1479.39397209177	518.957528931523	1	1	1
Nhs	1	1	1	1	215.923101721282	1	1	1	1
Nhsl2	234.980118534667	1	1	1	1	1	1	1	1
Nid1	1	1	1	1	256.676926792177	1	1	1	152.477304556574
Nin	1	1	1	1	1	1	1	1	276.396461953038
Ninj1	1	1	208.161828265162	1	1	1	1	1	1
Nipa2	1	1	337.292402507133	1	1	1	1	200.708457432843	1
Nipal2	1	1	1	1	1	532.439076053987	1	1	1
Nkain2	1	1	1	1	3720.02688317356	489.418820431592	1	1	1
Nlrp12	1	242.90890802502	1	1	1	1	1	1	1
Nlrp1b	1	1	361.999747320799	1	1	1	1	1001.08487080924	1
Nlrp6	1	830.640613875896	1	1	1	1	157.281413976901	1	1
Nmt1	1	1	1	1	1	1	1	171.926218921283	1
Nmt2	1	1	1	1	1	1	1	221.33006799087	345.487921758291
Nnmt	1	665.130459393072	1	1	1	1	1	1	1
Nod1	305.93000326268	1	254.103443800967	1	1	1	1	1	1
Nono	1	1	1	1	1	1	1	1	189.777044005374
Nop56	1	1	1	1	1	1	1	1	243.610375400601
Nos1ap	1	158.574849426256	1	1	1	230.004530058175	1	1	1
Nos3	256.301163393706	1	1	1	1	1	1	1	306.841393742821
Nostrin	574.873436918731	1	1	1	1	1	1	1	509.043910887841
Notch1	507.259266102324	1	1	1	235.917598639059	1	1	1	233.133026783794
Nova2	258.149496958014	1	1	1	1	1	1	1	1
Npas3	1	1	1	1	1	495.39514172651	1	1	1
Npat	1	1	1	1	1	1	1	1	187.034588727714
Npc1	1	164.017322159448	1	1	1	1	1	1	1
Npc2	1	1	252.683281817921	1	1	1	1	270.317240038175	1
Nploc4	1	183.889989348682	1	1	1	1	1	1	1
Npm1	1	1	1	1	1	1	1	180.661274137879	1
Npr1	848.882989080264	1	1	1	1	1	1	1	332.886768962038
Nqo2	1	1	1	1	1	1	1	1	157.000806023288
Nr0b2	1	193.025129366682	1	1	1	1	1	1	1
Nr1d1	1	90.7890062566223	1	1	265.656104333211	1	1	1	1
Nr1h3	1	96.6069107601189	538.531921226575	1	1	1	1	1	1
Nr1h4	1	956.232919185934	1	236.386214747909	2405.69818530581	198.452281391878	224.557490177454	1	1
Nr1h5	1	1	1	1	1012.64006514388	1	1	1	1
Nr1i2	1	622.100303209634	1	1	1	1	1	1	1
Nr1i3	1	355.885545309911	1	1	1	1	1	1	1
Nr2f2	971.116423541749	1	1	1	833.776425333881	312.929167815249	1	1	399.281096082759
Nr4a1	1	1	1	1	1	1	1	213.845073561305	1
Nr5a2	238.235509254153	249.057237623619	1	1	1	556.167704571932	1	1	130.371124127452
Nrbp2	1	146.617713418515	1	1	1	340.458134095366	1	1	1
Nrg4	1	593.224594133299	1	1	1	1	1	1	1
Nrp2	735.903752767626	1	1	1	1	1	1	1	454.391500535196
Nrros	1	1	363.993914390138	227.153872768969	1	1	1	308.634580901829	1
Nrxn1	1	1	1	1	11685.837302669	1	1	1	1
Nrxn3	1	1	1	1	3980.92920666625	1	1	1	1
Nsd2	1	1	1	1	1	201.810891992242	226.718896269072	373.138940537685	1144.97960667626
Nsl1	1	1	1	1	1	1	1	1	189.955261638103
Nsmce4a	1	1	1	1	1	1	1	1	189.58289098809
Nsmf	1	347.93320859649	1	1	1	355.144585971686	1	1	1
Nt5c2	1	1	1	1	1	277.31477960422	1	1	1
Nt5dc1	1	1	1	1	1	1	224.634974864099	1	1
Nt5e	1	1	1	1	238.494384804476	1	1	1	1
Ntf3	1	1	1	1	276.696867856711	1	1	1	1
Ntm	1	1	1	1	2541.2967337959	1	1	1	1
Ntn1	1	1	1	1	596.760310823959	1	1	1	1
Ntn4	1017.91056520203	1	1	1	1	198.156864640213	1	1	200.11269756757
Nuak2	1	1	245.127509931147	1	1	1	1	1	1
Nucb1	1	1	1	1	1	1	1	1	191.49689299719
Nucks1	1	132.454872854485	1	1	1	1	1	1	377.213921784297
Nudt4	1	166.82688190062	1	1	1	251.485258214634	1	1	1
Nudt7	1	2329.13244596342	1	429.297764354253	281.527709115387	1	690.192818692513	1	1
Nup155	1	1	1	1	1	1	1	1	228.219520574035
Nup205	1	1	1	1	1	1	1	1	260.735136287669
Nup210	1	1	1	1	1	1	338.940315464514	525.196878288514	1
Nusap1	1	1	1	1	1	1	1	1	464.533601767046
Nvl	1	1	1	1	1	1	1	226.973712891504	1
Nxn	1022.54699887253	1	1	1	337.785703575132	231.176673276996	1	1	314.641340275747
Oaf	1	292.246419653134	1	1	1	1	1	1	1
Oas2	1	1	966.04043604269	1	334.94899629096	1	1	1	1
Oasl2	283.792232727418	1	307.264072391732	1	322.644738752532	1	1	1	206.185606080086
Oat	1	203.566721292164	1	1	1	1	1	1	1
Ociad1	1	1	1	303.416835480509	1	1	1	1	1
Ocrl	1	1	216.839037856652	1	1	1	1	1	1
Ogfrl1	1	1	196.815945146388	1	1	1	1	199.312293693292	1
Oit3	532.797039890265	1	1	1	1	1	1	1	257.577545646727
Olfr1033	1	1	1	1	1309.24814803973	1	1	1	1
Onecut1	1	1028.79847865358	1	1	1	539.899292851921	202.736655584975	1	1
Onecut2	1	582.985175057185	1	156.26515378586	1	2000.41857434284	1	1	1
Ophn1	375.166097807198	1	202.009066439611	1	1	240.570871158616	1	1	77.5966826740185
Oplah	1	159.334072690467	1	1	1	1	1	1	1
Optn	1	424.941344945225	1	1	1	1	1	1	109.275072755672
Orc3	1	1	1	1	1	1	1	1	147.665010099623
Orc6	1	1	1	1	1	1	1	1	296.222975051909
Osbp	1	1	1	1	1	1	1	265.565599040516	1
Osbpl10	1	1	1	1	1	1	1	1	299.189062545541
Osbpl11	1	1	260.679250350403	1	1	1	1	1	1
Osbpl1a	1	454.358197960685	1	1	1	1	1	1	150.42951688929
Osbpl3	1	1	1	1	1	535.023212572846	405.507745923569	171.564675434762	1
Osgin1	1	1	1	1	1	297.177369690147	1	1	1
Osmr	506.735016542724	1	1	1	270.719217435775	1	1	1	1
Ostf1	237.806673460641	1	206.183337962492	1	1	1	1	177.89907292522	1
Otc	1	176.221490145798	1	1	1	1	1	1	1
Otud7b	1	148.871293949446	1	179.4044473425	1	1	1	1	161.218927684065
Otulinl	1	1	351.985537729982	1	1	1	383.671057150241	995.430078542365	1
Oxct1	1	1	212.205901428462	1	1	1	1	1	1
P2rx7	1	1	233.930863400172	1	1	1	529.44592063286	1	1
P2ry10	1	1	1	1	1	1	265.423245805634	232.240420297504	1
P2ry14	1	1	1	1	1	1	1	477.473416827341	1
P3h2	1	1	1	1	454.503216616404	1	1	436.869099030229	1
Pabpc4	1	108.91074500176	1	1	1	1	171.180074883687	1	1
Pacsin1	1	1	1	446.480668276529	1	1	1	1	1
Pacsin2	1	1	1	1	1	228.361088873995	1	1	151.618897955565
Pag1	1	1	456.589437890687	486.433229342058	258.132219731486	1	298.335548283732	1	1
Paics	1	177.032218127382	1	1	1	1	1	1	1
Paip2	1	104.175483187232	1	1	1	180.14686826805	1	1	1
Pak1	1	1	258.022766382462	1	1	1	1	524.97389113603	1
Pakap	1	1	1	1	290.140795974311	1	1	1	1
Palm	1	1	1	1	1	218.890964679596	1	1	1
Palmd	1	156.730273262133	1	1	1	455.716697116699	1	1	1
Pam	318.442885326677	1	1	1	2332.57194919098	295.746114895497	1	1	1
Pamr1	1	1	1	1	222.578316885429	372.243577105463	1	1	1
Pank1	1	337.816872622539	1	1	1	1	1	1	1
Pank2	1	1	1	200.408300609196	1	1	1	167.121512224524	435.954287908209
Papss2	1	155.199510159341	1	1	2308.38832961107	1	1	1	1
Paqr9	1	1	378.183630653922	1	1	1	1	1	1
Pard3	1	986.646919723067	1	1	824.070365456312	1141.37030444605	228.095529384362	1	1
Parp10	1	1	1	1	1	1	227.221363344796	1	1
Parp11	1	1	1	194.242323431894	1	1	1	182.764419854737	1
Parp3	1	1	1	1	279.515696572851	1	1	1	1
Parp4	1	1	1	1	1	1	331.781983576755	299.831777572438	1
Parvb	1	1	1	1	1	1	1	1	171.408802845581
Patj	1	1	1	1	1	560.273404917858	1	1	1
Pawr	1	127.287260991693	1	1	607.063090215609	726.385460447788	1	1	126.997731656411
Pax5	1	1	1	1206.17707247631	1	1	1	1	1
Pbld1	1	308.119252924432	1	1	1	1	1	1	1
Pbld2	1	280.588561080016	1	1	1	1	1	1	1
Pbxip1	1	1	1	1	1	1	1	349.729804499872	1
Pcbd2	1	1	1	1	1	1	1	188.32745903471	1
Pcbp3	1	1	1	1	1	1	1	1	191.50376088298
Pcdh11x	1	1	1	1	501.558996079687	1	1	1	1
Pcdh15	1	1	1	1	692.858556396	1	1	1	1
Pcdh17	750.302133620118	1	1	1	1	1	1	1	570.651374971903
Pcdh7	1	1	1	1	2433.56701260871	1	1	1	1
Pcdh9	1	1	1	1	1374.6721316346	1	1	1	1
Pced1b	367.301576699442	1	214.927133265382	1	1	1	316.94670452948	1	344.314121364203
Pclaf	1	1	1	1	1	1	1	1	210.228690791308
Pcmt1	1	107.321366466421	1	1	1	224.519811894762	1	1	293.280622771872
Pcmtd2	1	1	1	1	1	365.195852678694	293.363712940893	1	136.644489010662
Pcnp	1	1	1	1	1	1	256.327055549929	196.64855225466	235.427707462138
Pcnx	360.075329040182	1	1	1	267.303972975953	1	1	1	244.249652592119
Pcnx3	1	1	1	1	1	1	1	302.23622398115	1
Pcolce	1	1	1	1	222.916294153983	1	1	1	1
Pcolce2	1	1	233.31604702405	1	1	1	1	1	1
Pcsk5	1	174.634135394359	1	1	1	1	1	1	1
Pcsk6	1	188.422489749854	1	1	1	1	1	1	1
Pcx	1	560.587464771173	1	1	1	1	144.669081374571	1	1
Pdcd4	1	87.4315284798003	1	462.83829248641	1	481.52850171088	1395.35681608148	254.608199194207	1
Pde10a	258.558262368644	1	1	1	1	1	1	1	178.795112661492
Pde1a	1	1	1	1	1672.39597805234	1	1	1	1
Pde1b	1	1	296.780185269616	1	1	1	1	168.176964319987	1
Pde1c	340.032867348326	1	1	1	1	1	1	1	1
Pde2a	1108.54473040136	1	1	282.661293262185	1	1	195.026214896271	1	630.645151867994
Pde3a	1	1	1	1	2270.59371455897	1	1	1	1
Pde3b	1	414.249854595402	1	691.774811786105	1	439.939037269399	2398.6572390319	240.135139150197	330.285351607021
Pde4a	1	1	1	1	285.88357503513	1	1	1	186.655469751902
Pde5a	1	1	1	1	1	1	1	1	130.589853907317
Pde6d	1	1	1	1	1	1	1	1	181.585361454873
Pde7a	1	1	1	633.375473207238	1	1	1272.33927708679	1	130.913126775987
Pde8a	1	145.73605232533	686.944335550837	1	1	1	1	196.087450775831	251.71010776206
Pde8b	1	1	1	1	409.267585043542	1	1	1	1
Pdgfc	1	1	544.597040839806	1	1	851.873873233243	1	1	1
Pdgfd	545.495498405319	1	1	1	255.697526876023	3507.16270235924	1	1	522.09563260842
Pdgfra	1	1	1	1	307.501686223131	1	1	1	1
Pdgfrb	1	1	1	1	418.736442543553	1	1	1	1
Pdia5	1	276.475770737272	1	1	1	1	1	1	1
Pdlim1	1	1	1	1	356.875168790377	1	1	1	1
Pdzd4	1	1	1	317.49607354481	1	1	1	1	1
Pdzrn3	1	108.12934466532	1	1	756.006853927928	1	1	1	1
Pear1	317.841827489922	1	1	1	558.816894285081	1	1	1	1
Pecam1	1258.4610383252	1	380.963596098933	938.320389789028	1	1	369.635957938336	1	731.311812405487
Peli2	1	1	1	190.358214637846	1	1	1	1	1
Per1	1	145.706311299724	237.822078048213	1	234.42479739961	1	1	1	1
Per2	1	122.735352457226	1	1	1	389.59023167322	1	1	1
Per3	1	1	1	1	1	248.051177238409	1	1	1
Pex13	1	1	186.561467546889	1	1	1	1	1	1
Pfkfb3	1	179.965722613892	1	1	1	1	342.342748251142	569.627869387803	1
Pfkp	1	1	1	1	1	1	1	260.975966626918	1
Pgap1	1	1	240.718789053491	845.629337642289	1	1	1	1	1
Pgd	1	1	189.089718191114	1	1	1	1	1	1
Pgrmc1	1	115.149188083685	1	1	1	179.464172835405	1	1	1
Phactr1	1	1	1	1	303.291172283028	1	1	1	1
Phc2	1	1	471.626820230959	281.033648314838	1	1	1	188.695842997654	1
Phf8	1	273.980702308322	1	1	1	1	254.703274730613	282.205079656735	1
Phka1	1	1	1	1	207.29374435097	1	1	1	233.552007277439
Phlda1	1	278.772046144332	1	1	1	1	1	1	1
Phldb1	1	1	1	1	263.785874551235	1	1	1	1
Phldb2	1060.79847437256	223.291809906968	1	1	287.073754950855	1483.62978022099	1	1	524.081905346493
Phyhd1	1	179.834033846048	1	1	1	1	1	1	1
Pi4k2a	1	94.4173925038296	1	1	1	1	1	271.62584522824	1
Pidd1	1	1	1	1	1	1	1	1	224.885513794191
Piezo1	262.407927190046	1	1	1	1	1	1	361.961820141808	267.423721720371
Piezo2	1	1	1	1	819.540094941746	1	1	1	1
Pigr	1	151.985754969362	1	1	1	336.882564831366	1	1	1
Pik3c2b	283.05075599592	1	1	1	1	1	1	1	1
Pik3c2g	1	262.527129299385	1	1	1	896.358301599143	1	1	1
Pik3cb	1	1	259.527789114402	1	1	1	1	268.996928996362	1
Pik3cd	1	1	840.032829720988	768.4425790198	1	1	1427.54567392966	929.577175857142	1
Pik3cg	1	1	1	1	1	1	1	184.069865697193	1
Pik3r5	1	1	1	1	1	1	380.076493929515	362.667738004401	1
Pik3r6	1	1	1	1	1	1	1	303.417121630817	1
Pim1	1	1	1	1	1	1	1	226.169026032484	1
Pim3	1	651.056032402677	1	1	1	1	188.626116200184	1	1
Pip5k1b	1	1	1	1	1	1	405.882096740118	1	1
Pip5k1c	232.749876586772	1	1	1	1	1	1	277.565311130836	355.418358093505
Pipox	1	180.262217364883	1	1	1	1	1	1	1
Pira2	1	1	208.55294835528	1	1	1	1	1	1
Pirb	1	1	659.144746459953	1	1	1	1	278.683902560389	1
Pitpnm1	1	1	206.731916700181	1	1	1	1	337.813049870848	1
Pitpnm2	304.538221673523	159.721174560495	1	1	1	266.47373977077	1	1	285.910910406688
Pkd1	1	1	1	1	519.593662195238	315.32249938379	1	183.00247175645	1
Pkd2	229.801427342341	1	1	1	477.703834527265	632.682465730918	1	1	245.469062261334
Pkhd1	1	125.023842576881	1	1	1	9972.33718814731	1	1	1
Pkib	1	1	1	1	1	1	1	696.69670306412	1
Pkig	1	1	1	576.189932079194	561.605007312248	1	1	1	1
Pklr	1	189.025820954986	1	1	1	1	1	1	1
Pkmyt1	1	1	1	1	1	1	1	1	181.992815502296
Pla2g15	1	1	194.878590264491	1	1	1	1	1	1
Pla2g4a	1	1	569.462096605095	1	1	1	1	1	1
Pla2g7	1	1	380.888225504417	1	1	1	1	1	1
Pla2r1	407.240343380587	1	1	1	593.965450542861	1	1	1	1
Plac8	1	1	1	1	355.783586481477	1	1	1	1
Plbd1	1	1	1	1	1	1	1	1654.48666788939	1
Plcb2	1	1	1	1	1	1	1	209.724597129526	1
Plcb4	1742.14420206687	1	1	1	1	660.357334361302	206.000824132126	278.048587190351	1071.79313376651
Plce1	1	204.944416305856	1	1	328.615488190786	1101.2606737463	1	156.308388192641	1
Plcg1	252.008314145301	1	1	1	1	1	421.670720450518	1	244.976130762767
Plcg2	1	1	390.266202275621	546.970539876585	1	1	1	477.09223983786	1
Plcl1	1	1	664.980068281607	1	1414.28326484179	661.037673351573	1	420.110977255824	1
Plcxd2	1	205.542429950711	1	1	1	1	1	1	1
Pld1	1	1	386.646043907655	1	345.968287088722	1138.14541115296	1	1	1
Pld4	1	1	838.446969512555	1052.3061877544	1	1	1	823.641463792596	1
Plekha1	1	1	230.549295597182	1	1	1	1	446.282317105406	1
Plekha2	1	1	198.961099747359	425.658661681623	234.888088774392	1	1	181.344292439256	1
Plekha6	1	217.474618170294	1	1	656.389707399895	243.88112313406	1	1	1
Plekha7	1	1	1	1	1	555.588288839748	1	1	1
Plekhg1	2428.50271875801	1	1	361.066855021752	357.453283124264	1	1	1	1545.01364091415
Plekhg2	1	1	1	1	324.319226568167	1	1	1	139.314386136538
Plekhh2	1	1	1	1	578.138882386538	1	1	1	1
Plekhm1	1	1	239.316586347807	1	1	1	1	1	1
Plekhm2	1	1	1585.54808930697	159.525322064775	246.486449288375	1	1	1	1
Plekhm3	1	1	310.664268906743	725.188110862476	1	1	1	531.000215954096	161.710656513752
Plekho1	1	1	271.699934811772	1	1	1	1	859.561508171589	1
Plekho2	1	1	1	1	1	1	1	198.901833722846	1
Plg	1	519.024919954171	1	1	1	1	160.915551269122	1	1
Plgrkt	1	1	1	1	217.416813972175	1	262.718505049221	1	1
Plk2	315.359391973468	1	1	1	1	1	1	1	1
Plk3	1	434.544969426184	1	1	1	1	1	1	1
Plod1	312.063382440318	1	356.940111807663	1	1	1	1	1	290.654608565002
Plod2	1	1	1	1	260.79038499335	1	1	1	1
Plpp1	3369.06570791005	1	1	689.553496516526	423.82616887195	1	1	489.265729823087	2643.1650423644
Pls3	1	1	1	1	223.899090485962	1	1	1	161.561292630984
Plscr4	475.352190135346	1	1	1	987.150075373932	1	1	1	267.958948617069
Pltp	1	1	462.742326470681	265.067304080199	1	1	1	1	1
Plvap	1	1	1	1	854.685943020936	1	1	1	1
Plxdc2	1	1	222.80894506793	1	363.460390329624	1	1	1	1
Plxna2	556.763679510087	1	1	1	1	1	1	1	439.876800160842
Plxna4	540.674579543449	1	1	1	396.521413769204	1	1	1	298.3839843435
Plxnb1	1	170.046243298226	1	1	1	573.333274658446	1	1	1
Plxnb2	1	103.341313059632	277.482347381376	1	1	228.031185188295	1	1	1
Plxnc1	1855.15764380337	1	1	330.516864441097	297.293972618994	1	220.656479573343	849.942855502228	851.125739093342
Plxnd1	772.244296176269	1	1	1	1	1	1	1	369.444315093413
Pmepa1	1	1	1	1	290.712239925923	1	1	196.914244866938	1
Pml	1	1	268.090829083545	489.030385973479	1	1	1	1	188.387276790455
Pnn	1	142.317705193298	1	231.243017008126	1	1	1	1	123.087274235792
Podxl	1	1	1	1	1	1	1	1	170.90156113988
Pola1	1	1	275.573909564092	1	1	1	268.101493950381	489.443968180468	1419.58067798143
Pola2	1	1	1	1	1	1	1	1	296.654161479956
Polb	1	1	1	1	1	1	1	198.761225879745	1
Pole	1	1	1	1	1	1	1	1	309.075968488722
Pole2	1	1	1	1	1	1	1	1	190.014748897375
Polk	1	1	1	1	1	1	1	1	220.950827272464
Polq	1	1	1	1	1	1	1	1	173.892189067497
Polr1a	1	126.458841034792	1	1	1	1	1	233.983656987566	1
Pot1b	1	1	393.457446708096	1	1	1	1	211.519673364804	1
Pou2af1	1	1	1	359.617997944978	1	1	1	1	1
Pou2f1	1	1	1	234.178602831192	1	270.427052679718	181.768969721736	1	1
Pou2f2	1	1	664.108647944535	644.749603500142	1	1	1	348.97119581826	1
Ppara	1	2102.95836690627	1	354.998159289413	1	1	396.093659376636	1	1
Pparg	1	1	330.575136552877	1	1	1	1	1	1
Ppargc1a	1	505.923010039775	1	1	1	1	1	1	1
Ppargc1b	1	277.728669291686	1	1	1	1	1	1	1
Ppfia1	1	122.479336048859	1	1	1	1	1	252.889762684584	1
Ppfia2	683.160061084538	1	1	1	1	1	1	1	355.451090153
